AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento|DESCRIZIONE_SINTETICA_CUP|ANNO_DECISIONE|STATO_PROGETTO|COSTO_PROGETTO|FINANZIAMENTO_PROGETTO|CODICE_STATO|STATO|CODICE_AREA_GEOGRAFICA|AREA_GEOGRAFICA|CODICE_REGIONE|CODICE_PROVINCIA|SIGLA_PROVINCIA|CODICE_COMUNE|PIVA_CODFISCALE_SOG_TITOLARE|SOGGETTO_TITOLARE|INDIRIZZO_SOG_TITOLARE|TIPO_INDIRIZZO_SOG_TITOLARE|NUM_CIVICO_SOG_TITOLARE|LOCALITA_SOG_TITOLARE|CAP_SOGGETTO_TITOLARE|COMUNE_SOGGETTO_TITOLARE|CODICE_COMUNE_SOGG_TITOLARE|CODICE_SOTTOCATEG_SOGGETTO|SOTTOCATEGORIA_SOGGETTO|CODICE_CATEGORIA_SOGGETTO|CATEGORIA_SOGGETTO|CODICE_AREA_SOGGETTO|AREA_SOGGETTO|CODICE_NATURA_INTERVENTO|NATURA_INTERVENTO|CODICE_TIPO_INTERVENTO|TIPOLOGIA_INTERVENTO|CODICE_AREA_INTERVENTO|AREA_INTERVENTO|CODICE_SETTORE_INTERVENTO|SETTORE_INTERVENTO|CODICE_SOTTOSETTORE_INTERVENTO|SOTTOSETTORE_INTERVENTO|CODICE_CATEGORIA_INTERVENTO|CATEGORIA_INTERVENTO|SOGGETTO_RICHIEDENTE|TIPOLOGIA_CUP|DESCRIZIONE_INTERVENTO|STRUTTURA_INFRASTRUTTURA|INDIRIZZO_INTERVENTO|NUMERO_DELIBERA_CIPE|ANNO_DELIBERA|FLAG_LEGGE_OBIETTIVO|FINANZA_PROGETTO|FLAG_TIPO_GENERICO|CUP_IN_RELAZIONE|RUOLO_IN_RELAZIONE|DESC_TIPO_RELAZIONE|DATA_ULTIMA_MODIFICA_SSC|DATA_ULTIMA_MODIFICA_UTENTE|DATA_CHIUSURA_REVOCA|CODICE_LOCALE_PROGETTO|CODICE_STRUMENTO_PROGRAM|STRUMENTO_PROGRAMMAZIONE|CODICE_COPERTURA_FINANZIARIA|COPERTURA_FINANZIARIA|SPONSORIZZAZIONI|ALTRE_INFORMAZIONI|DATA_GENERAZIONE_CUP|CONTROLLO_QUALITA|CUP_MASTER|RAGIONI_COLLEGAMENTO|LINK_OPENCOESIONE|LINK_SCUOLE_SICURE
NORD OVEST|CNIC826003|CNAA82601X|BROSSASCO-CAPOLUOGO|BROSSASCO|SCUOLA INFANZIA|PIAZZA CHIARI 2|CUNEO|PIEMONTE|0040330001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1961|Informazione assente|-|Informazione assente|3.0|1.500,00|1.216,00|3.262,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Brossasco|MIUR|2017-07-31|2016-05-02|2016-06-30|BROSSASCO|COMUNE|CNIC826003|||44.570306|7.360424000000001|Manutenzione straordinaria|Concluso|B21E15000470002|56468.38|55955.56|MURO DI SOSTEGNO CORTILE SCUOLA MATERNA-ELEMENTARE*PIAZZA COSTANZO CHIARI*OPERE DI RISANAMENTO CONSERVATIVO - MESSA IN SICUREZZA PORZIONE MURO PERIMETRALE DI SOSTEGNO DEL CORTILE DELLA  SCUOLA MATERNA-ELEMENTARE|2015|ATTIVO|50675|50675|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4033.0|00523760049|COMUNE DI BROSSASCO - CUNEO -|COSTANZO CHIARI|01|15||12020|BROSSASCO|4033.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI BROSSASCO - CUNEO -|NORMALE|OPERE DI RISANAMENTO CONSERVATIVO - MESSA IN SICUREZZA PORZIONE MURO PERIMETRALE DI SOSTEGNO DEL CORTILE DELLA  SCUOLA MATERNA-ELEMENTARE|MURO DI SOSTEGNO CORTILE SCUOLA MATERNA-ELEMENTARE|PIAZZA COSTANZO CHIARI|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||00|ASSENTE|002|REGIONALE|NON PREVISTE||07-OCT-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=98236
NORD OVEST|CNIC80200E|CNAA80202C|CASTELLETTO STURA-CAPOLUOGO|CASTELLETTO STURA|SCUOLA INFANZIA|VIA CUNEO|CUNEO|PIEMONTE|0040490001|CN|Attivo|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Castelletto Stura|Amministrazione Comunale|2017-12-15|2018-03-26|2018-10-24|COMUNE di Castelletto Stura|COMUNE|CNIC80200E|||44.443279|7.637791|Riqualificazione|In approvazione|G95I17000010004|270000.0|270000.0|RIQUALIFICAZIONE PLESSO SCOLASTICO COMUNALE*VIA CUNEO 5/7*RIQUALIFICAZIONE PLESSO SCOLASTICO COMUNALE|2017|ATTIVO|270000|270000|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4049.0|00505720045|COMUNE DI CASTELLETTO STURA - CUNEO -|MUNICIPIO|VIA|1||12040|CASTELLETTO STURA|4049.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|8.0|RISTRUTTURAZIONE CON EFFICIENTAMENTO ENERGETICO|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI CASTELLETTO STURA - CUNEO -|NORMALE|RIQUALIFICAZIONE PLESSO SCOLASTICO COMUNALE|RIQUALIFICAZIONE PLESSO SCOLASTICO COMUNALE|VIA CUNEO 5/7|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||0.0|ASSENTE|4.0|COMUNALE|NON PREVISTE||17-FEB-17|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=106242
NORD OVEST|CNIC80200E|CNAA80202C|CASTELLETTO STURA-CAPOLUOGO|CASTELLETTO STURA|SCUOLA INFANZIA|VIA CUNEO|CUNEO|PIEMONTE|0040490001|CN|Attivo|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Castelletto Stura|Amministrazione comunale|2017-11-28|2016-09-15|2016-12-06|COMUNE di Castelletto Stura|COMUNE||||44.443855|7.6392|Efficientamento energetico|Concluso|G99D15002230001|135987.54|135987.54|PLESSO SCOLASTICO COMUNALE IN VIA CUNEO 5/7*VIA CUNEO 5/7*LAVORI DI EFFICIENTAMENTO ENERGETICO DEL PLESSO SCOLASTICO COMUNALE|2015|ATTIVO|306200|306200|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4049.0|00505720045|COMUNE DI CASTELLETTO STURA - CUNEO -|MUNICIPIO|VIA|1||12040|CASTELLETTO STURA|4049.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI CASTELLETTO STURA - CUNEO -|NORMALE|LAVORI DI EFFICIENTAMENTO ENERGETICO DEL PLESSO SCOLASTICO COMUNALE|PLESSO SCOLASTICO COMUNALE IN VIA CUNEO 5/7|VIA CUNEO 5/7|DATO NON PRESENTE|DATO NON PRESENTE|N|ASSISTITA|NO||||02-MAY-16||||0.0|ASSENTE|1.0|STATALE|NON PREVISTE||10-FEB-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101390
NORD OVEST|CNIC80200E|CNAA80202C|CASTELLETTO STURA-CAPOLUOGO|CASTELLETTO STURA|SCUOLA INFANZIA|VIA CUNEO|CUNEO|PIEMONTE|0040490001|CN|Attivo|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Castelletto Stura|Amministrazione comunale|2017-11-28|2016-09-15|2016-12-06|COMUNE di Castelletto Stura|COMUNE||||44.443855|7.6392|Efficientamento energetico|Concluso|G99D15002230001|135987.54|135987.54|PLESSO SCOLASTICO COMUNALE IN VIA CUNEO 5/7*VIA CUNEO 5/7*LAVORI DI EFFICIENTAMENTO ENERGETICO DEL PLESSO SCOLASTICO COMUNALE|2015|ATTIVO|306200|306200|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4049.0|00505720045|COMUNE DI CASTELLETTO STURA - CUNEO -|MUNICIPIO|VIA|1||12040|CASTELLETTO STURA|4049|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI CASTELLETTO STURA - CUNEO -|NORMALE|LAVORI DI EFFICIENTAMENTO ENERGETICO DEL PLESSO SCOLASTICO COMUNALE|PLESSO SCOLASTICO COMUNALE IN VIA CUNEO 5/7|VIA CUNEO 5/7|DATO NON PRESENTE|DATO NON PRESENTE|N|ASSISTITA|NO||||02-MAY-16||||0|ASSENTE|5|ALTRA PUBBLICA|NON PREVISTE||10-FEB-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101390
NORD OVEST|CNIC80200E|CNAA80202C|CASTELLETTO STURA-CAPOLUOGO|CASTELLETTO STURA|SCUOLA INFANZIA|VIA CUNEO|CUNEO|PIEMONTE|0040490001|CN|Attivo|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Castelletto Stura|Amministrazione comunale|2017-11-28|2016-09-15|2016-12-06|COMUNE di Castelletto Stura|COMUNE||||44.443855|7.6392|Efficientamento energetico|Concluso|G99D15002230001|135987.54|135987.54|PLESSO SCOLASTICO COMUNALE IN VIA CUNEO 5/7*VIA CUNEO 5/7*LAVORI DI EFFICIENTAMENTO ENERGETICO DEL PLESSO SCOLASTICO COMUNALE|2015|ATTIVO|306200|306200|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4049.0|00505720045|COMUNE DI CASTELLETTO STURA - CUNEO -|MUNICIPIO|VIA|1||12040|CASTELLETTO STURA|4049.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI CASTELLETTO STURA - CUNEO -|NORMALE|LAVORI DI EFFICIENTAMENTO ENERGETICO DEL PLESSO SCOLASTICO COMUNALE|PLESSO SCOLASTICO COMUNALE IN VIA CUNEO 5/7|VIA CUNEO 5/7|DATO NON PRESENTE|DATO NON PRESENTE|N|ASSISTITA|NO||||02-MAY-16||||0.0|ASSENTE|4.0|COMUNALE|NON PREVISTE||10-FEB-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101390
NORD OVEST|CNIC80200E|CNAA80203D|MARGARITA|MARGARITA|SCUOLA INFANZIA|VIA GEN. R. VIGLIERO 6|CUNEO|PIEMONTE|0041180002|CN|Attivo|NO|NO|NO|Non Comunicato|-|SI|NO|1994|Informazione assente|-|Informazione assente|1.0|2.160,00|1.749,00|2.160,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80200E|CNAA80204E|MOROZZO-CAPOLUOGO|MOROZZO|SCUOLA INFANZIA|VIA L. EULA|CUNEO|PIEMONTE|0041440001|CN|Attivo|NO|NO|NO|Non Comunicato|NO|SI|NO|1995|Informazione assente|-|Informazione assente|1.0|1.800,00|1.100,00|2.100,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80200E|CNAA80205G|MONTANERA - CAPOLUOGO|MONTANERA|SCUOLA INFANZIA|VIA CAMPO SPORTIVO 3|CUNEO|PIEMONTE|0041360001|CN|Attivo|SI|NO|NO|Non Comunicato|-|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|1.650,00|1.160,00|4.750,00|Non Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Sicure - CIPE 30/06/2014|Montanera|MIUR|2017-07-31|2017-05-22|2017-06-30|MONTANERA|COMUNE|CNIC80200E|||44.462824|7.667731|Manutenzione Straordinaria|Start|C66J08000500004|51508.0|51508.0|EDIFICIO SCOLASTICO COMUNALE*VIA CAMPO SPORTIVO*MANUTENZIONE STRAORDINARIA |2008|ATTIVO|51508|51508|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4136.0|00505700047|COMUNE DI MONTANERA - CUNEO -|MARCONI|VIA|5|MONTANERA|12040|MONTANERA|4136|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI MONTANERA - CUNEO -|NORMALE|MANUTENZIONE STRAORDINARIA |EDIFICIO SCOLASTICO COMUNALE|VIA CAMPO SPORTIVO|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||30-NOV-17||||0|ASSENTE|4|COMUNALE|NON PREVISTE||01-MAR-17|Il corredo informativo di questo CUP è stato visionato, almeno parzialmente||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=108515
NORD OVEST|CNIC81000D|CNEE81004P|VERNANTE - CAPOLUOGO|VERNANTE|SCUOLA PRIMARIA|VICOLO GAUDANA, 12|CUNEO|PIEMONTE|0042390001|CN|Attivo|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|1.676,00|1.230,00|2.910,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|NO|SI|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC841005|CNEE841017|CHIUSA DI PESIO - CAPOLUOGO|CHIUSA DI PESIO|SCUOLA PRIMARIA|PIAZZA CARLO MAURO|CUNEO|PIEMONTE|0040680002|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1958|Informazione assente|-|Informazione assente|3.0|5.000,00|-|5.270,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC841005|CNEE841028|CHIUSA P. -FRAZ.S. BARTOLOMEO|CHIUSA DI PESIO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0040680005|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|2.0|600,00|336,00|1.132,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85200G|CNIC85200G|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO|ISTITUTO COMPRENSIVO|VICOLO S. EUSTACCHIO 18|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85300B|CNIC85300B|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA|ISTITUTO COMPRENSIVO|VIA C.ESARE DELPIANO, 5|CUNEO|PIEMONTE|0040030033|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2009|Informazione assente|-|Informazione assente|1.0|3.720,00|2.310,00|7.150,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|NO|SI|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC854007|CNIC854007|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA|ISTITUTO COMPRENSIVO|C.SO EUROPA,134|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC855003|CNIC855003|ALBA QUARTIERE MORETTA|ALBA|ISTITUTO COMPRENSIVO|VIA DE AMICIS N.1|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85600V|CNIC85600V|ALBA CENTRO STORICO|ALBA|ISTITUTO COMPRENSIVO|VIA BALBO, 8|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85700P|CNIC85700P|CUNEO-CORSO SOLERI|CUNEO|ISTITUTO COMPRENSIVO|CORSO MARCELLO SOLERI,1|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNIC85900A|MONDOVI' 2|MONDOVI'|ISTITUTO COMPRENSIVO|VIA MATTEOTTI N. 9|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC86000E|CNIC86000E|CUNEO VIALE ANGELI|CUNEO|ISTITUTO COMPRENSIVO|VIALE ANGELI 82|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC826003|CNAA826021|SAMPEYRE-CAPOLUOGO|SAMPEYRE|SCUOLA INFANZIA|PIAZZA VITTORIA 40|CUNEO|PIEMONTE|0042050002|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|-|-|1.424,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC826003|CNAA826032|VENASCA - CAPOLUOGO|VENASCA|SCUOLA INFANZIA|VENASCA - CAPOLUOGO|CUNEO|PIEMONTE|0042370001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|prima del 1945|1.0|557,00|94,00|786,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC826003|CNAA826032|VENASCA - CAPOLUOGO|VENASCA|SCUOLA INFANZIA|VENASCA - CAPOLUOGO|CUNEO|PIEMONTE|0042370004|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2004|Informazione assente|-|Informazione assente|1.0|-|-|620,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC83500T|CNIC83500T|SANFRONT -  PAESANA|SANFRONT|ISTITUTO COMPRENSIVO|CORSO      MARCONI             22|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC86100A|CNIC86100A|CUNEO VIA SOBRERO|CUNEO|ISTITUTO COMPRENSIVO|VIA SOBRERO, N. 14|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS00200P|CNIS00200P|"""AIMONE CRAVETTA"""|SAVIGLIANO|ISTITUTO SUPERIORE|CORSO ROMA 70|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS00300E|CNIS00300E|"CUNEO - ""S.GRANDIS"""|CUNEO|ISTITUTO SUPERIORE|CORSO      IV NOVEMBRE 16|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC818004|CNEE818038|PIOBESI D'ALBA-CAPOLUOGO|PIOBESI D'ALBA|SCUOLA PRIMARIA|VIA COMUNITA' N.6|CUNEO|PIEMONTE|0041680002|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1995|Informazione assente|-|Informazione assente|3.0|3.400,00|1.993,00|3.410,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC818004|CNEE818049|SOMMARIVA PERNO CAPOLUOGO|SOMMARIVA PERNO|SCUOLA PRIMARIA|VIA S.GIOVANNI, 12|CUNEO|PIEMONTE|0042230003|CN|Attivo|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|3.764,00|2.100,00|7.723,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|NO|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Sommariva Perno|MIUR|2017-07-31|2016-06-22|2017-10-31|SOMMARIVA PERNO|COMUNE|CNIC818004|||44.745142|7.904253|Demolizione e ampliamento|Cantiere aperto|D27B15000250001|800000.0|800000.0|NUOVA COSTRUZIONE PALESTRA COMUNALE - BANDO EDILIZIA SCOLASTICA 2015*VIA SAN GIOVANNI*DEMOLIZIONE E COSTRUZIONE NUOVA PALESTRA SCOLASTICA|2015|ATTIVO|672210|672210|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4222.0|00402100044|COMUNE DI SOMMARIVA DEL BOSCO - CUNEO -|SEYSSEL|PIAZZA|1||12048|SOMMARIVA DEL BOSCO|4222.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|1.0|NUOVA REALIZZAZIONE|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI SOMMARIVA DEL BOSCO - CUNEO -|NORMALE|DEMOLIZIONE E COSTRUZIONE NUOVA PALESTRA SCOLASTICA|NUOVA COSTRUZIONE PALESTRA COMUNALE - BANDO EDILIZIA SCOLASTICA 2015|VIA SAN GIOVANNI|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||0.0|ASSENTE|1.0|STATALE|NON PREVISTE||13-AUG-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=98266
