AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento
NORD OVEST|CNIS00400A|CNRI004012|NEIVE|NEIVE|IST PROF INDUSTRIA E ARTIGIANATO|VIA ROCCA 10|CUNEO|PIEMONTE|0041480005|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|4.0|1.100,00|300,00|8.000,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS00400A|CNRI004012|NEIVE|NEIVE|IST PROF INDUSTRIA E ARTIGIANATO|VIA ROCCA 10|CUNEO|PIEMONTE|0041480007|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|5.0|400,00|-|980,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS00400A|CNRI00450A|NEIVE SERALE|NEIVE|IST PROF INDUSTRIA E ARTIGIANATO|VIA ROCCA 10|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS01600L|CNRI016018|BRA IPSIA|BRA|IST PROF INDUSTRIA E ARTIGIANATO|VIALE RIMEMBRANZE N. 19|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS02900P|CNRI02901A|"MONDOVI' ""F. GARELLI"""|MONDOVI'|IST PROF INDUSTRIA E ARTIGIANATO|VIA BONA 4|CUNEO|PIEMONTE|0041300021|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1963|Informazione assente|-|Informazione assente|2.0|-|-|6.990,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Nuove - Sblocco Patto Province / Città Metropolitane 2015 -  L. 190/2014 art. 1 c. 467|Mondovì|Amministrazione provinciale|2016-06-20|2015-01-08|2015-11-10|Provincia di CUNEO|PROVINCIA|CNIS02900P|||44.385622|7.82193|Manutenzione straordinaria. riqualificazione e/o rigenerazione , Adeguamento impiantistica e/o antincendio|Concluso|I96E11000370005|147051,0200|32640,3200
NORD OVEST|CNIS02900P|CNRI02901A|"MONDOVI' ""F. GARELLI"""|MONDOVI'|IST PROF INDUSTRIA E ARTIGIANATO|VIA BONA 4|CUNEO|PIEMONTE|0041300032|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|3.0|-|-|4.580,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS02900P|CNRI02901A|"MONDOVI' ""F. GARELLI"""|MONDOVI'|IST PROF INDUSTRIA E ARTIGIANATO|VIA BONA 4|CUNEO|PIEMONTE|0041300033|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|3.0|2.750,00|2.500,00|4.540,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS021004|CNSD021011|"SALUZZO ""AMLETO BERTONI"""|SALUZZO|ISTITUTO D'ARTE|VIA        SAN GIOVANNI 1|CUNEO|PIEMONTE|0042030011|CN|Attivo|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|3.0|2.200,00|1.000,00|13.000,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|NO|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS021004|CNSD021011|"SALUZZO ""AMLETO BERTONI"""|SALUZZO|ISTITUTO D'ARTE|VIA        SAN GIOVANNI 1|CUNEO|PIEMONTE|0042030016|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1900 e il 1920|-|Dal 1976 in poi|3.0|11.300,00|5.720,00|64.200,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|NO|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS021004|CNSD02151A|"SALUZZO ""AMLETO BERTONI"" SERALE"|SALUZZO|ISTITUTO D'ARTE|VIA SAN GIOVANNI 1|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS00700T|CNSL007015|"ALBA ""PINOT GALLIZIO"""|ALBA|LICEO ARTISTICO|VIA V. EMANUELE 19|CUNEO|PIEMONTE|0040030025|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|2.0|3.700,00|1.100,00|15.450,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|SI|SI|SI||||||||||||||||||
NORD OVEST|CNIS01700C|CNRC01701B|"FOSSANO ""S.PELLICO"""|FOSSANO|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA SAN GIOVANNI BOSCO, 29|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS026007|CNRC026016|"MONDOVI' ""M.BELLISARIO"""|MONDOVI'|IST  PROF  PER I SERVIZI COMMERCIALI|VIA NINO MANERA, 33|CUNEO|PIEMONTE|0041300029|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|-|-|29.000,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS026007|CNRC026016|"MONDOVI' ""M.BELLISARIO"""|MONDOVI'|IST  PROF  PER I SERVIZI COMMERCIALI|VIA NINO MANERA, 33|CUNEO|PIEMONTE|0041300030|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Informazione assente|4.0|8.000,00|6.200,00|21.800,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNRH02000B|CNRH02000B|ISTITUTO VELSO MUCCI|BRA|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA CRAVERI 8|CUNEO|PIEMONTE|0040290019|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|5.0|5.135,00|2.506,00|12.245,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|NO|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNRH02000B|CNRH02000B|ISTITUTO VELSO MUCCI|BRA|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA CRAVERI 8|CUNEO|PIEMONTE|0040290023|CN|Attivo|NO|NO|-|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|1.0|-|-|3.800,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|NO|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNRH02000B|CNRH02000B|ISTITUTO VELSO MUCCI|BRA|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA CRAVERI 8|CUNEO|PIEMONTE|0040290024|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|4.0|6.404,00|1.510,00|26.874,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|NO|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNRH02601B|"BARGE ""ALBERGHIERO"""|BARGE|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA STAZIONE 4|CUNEO|PIEMONTE|0040120011|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2010|Informazione assente|-|Informazione assente|3.0|3.580,00|2.858,00|5.500,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|NO|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300023|CN|Attivo|-|-|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|2.0|-|-|3.600,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300024|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|1992|Informazione assente|5.0|2.070,00|-|18.060,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300025|CN|Attivo|SI|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|6.0|8.119,00|-|10.083,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|NO|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300028|CN|Attivo|-|-|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|-|prima del 1945|3.0|3.639,00|300,00|9.300,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNRH02652T|"MONDOVI' ""G.GIOLITTI"" SERALE"|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|P.ZZA IV NOVEMBRE|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC840009|CNMM84001A|"CERVASCA ""G. MARCONI"""|CERVASCA|SCUOLA PRIMO GRADO|PIAZZA  DOTT. BERNARDI,6|CUNEO|PIEMONTE|0040640004|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|-|-|1.600,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|NO|NO|#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Cervasca|Amministrazione comunale|2017-03-23|2014-07-16|2014-10-20|CERVASCA|COMUNE|CNIC840009|Istituto Comprensivo Cervasca, Scuola Primaria e Secondaria di Primo Grado - P.za Dr. Bernardi||44.383332|7.4687529999999995|Ristrutturazione|Concluso|B63B12000130004|100000,0000|100000,0000
NORD OVEST|CNIC840009|CNMM84001A|"CERVASCA ""G. MARCONI"""|CERVASCA|SCUOLA PRIMO GRADO|PIAZZA  DOTT. BERNARDI,6|CUNEO|PIEMONTE|0040640004|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|-|-|1.600,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|NO|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Cervasca|Amministrazione comunale|2017-11-28|2016-09-01|2016-11-05|COMUNE di Cervasca|COMUNE|CNIC840009|||44.383305|7.4687850000000005|MESSA IN SICUREZZA|Concluso|B64H16000670004|100000,0000|27330,0600
NORD OVEST|CNIC841005|CNMM841016|"CHIUSA DI PESIO ""T.VALLAURI"""|CHIUSA DI PESIO|SCUOLA PRIMO GRADO|VIA CIRCONVALLAZIONE  DELLE VIGNE|CUNEO|PIEMONTE|0040680003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1976|Informazione assente|-|Informazione assente|3.0|5.000,00|3.619,00|8.371,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Chiusa di Pesio|MIUR|2017-07-31|2016-06-06|2017-05-22|CHIUSA DI PESIO|COMUNE|CNIC841005|||44.326634999999996|7.67485|Miglioramento sismico|Concluso|C11E15000350006|800000,0000|800000,0000
NORD OVEST|CNIC841005|CNMM841027|CHIUSA PESIO SS PEVERAGNO|PEVERAGNO|SCUOLA PRIMO GRADO|VIA VITTORIO VENETO N. 29|CUNEO|PIEMONTE|0041630001|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1975|Informazione assente|-|Informazione assente|4.0|5.600,00|3.487,00|21.130,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC84300R|CNMM84301T|"CENTALLO ""G.N.FRANCHI"""|CENTALLO|SCUOLA PRIMO GRADO|VIALE DELLE SCUOLE 10|CUNEO|PIEMONTE|0040610006|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|-|dal 1976 in poi|-|Informazione assente|3.0|1.866,00|878,00|6.961,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC84300R|CNMM84302V|CENTALLO SS VILLAFALLETTO|VILLAFALLETTO|SCUOLA PRIMO GRADO|VIA VOTTIGNASCO 9|CUNEO|PIEMONTE|0042440001|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1972|Informazione assente|-|Informazione assente|3.0|2.440,00|-|7.320,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Villafalletto|MIUR|2017-10-02|||VILLAFALLETTO|COMUNE|CNIC84300R|||44.547859|7.541925999999999|Efficientamento Energetico|Start||0,0000|415114,9100
NORD OVEST|CNIC84500C|CNMM84501D|VERZUOLO|VERZUOLO|SCUOLA PRIMO GRADO|VIA EUROPA,   5|CUNEO|PIEMONTE|0042400005|CN|Attivo|NO|NO|NO|Non Comunicato|-|SI|NO|1983|Informazione assente|-|Informazione assente|3.0|5.020,00|2.736,00|8.200,00|Non Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC846008|CNMM846019|"DOGLIANI ""L.EINAUDI"""|DOGLIANI|SCUOLA PRIMO GRADO|VIA DANTE ALIGHIERI N. 5|CUNEO|PIEMONTE|0040810001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1950|Informazione assente|-|Informazione assente|3.0|4.655,00|2.985,00|19.000,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS02800V|CNRH028013|SEZIONE CARCERARIA CUNEO|CUNEO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|CASA CIRCONDARIALE CERIALDO - VIA RONCATA 75|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS02800V|CNRH028024|"DRONERO ""GIANFRANCO DONADIO"""|DRONERO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA VAL MAIRA N. 19|CUNEO|PIEMONTE|0040820006|CN|Attivo|-|-|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1921 e il 1945|1997|Informazione assente|5.0|4.200,00|1.520,00|13.000,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|NO|SI|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIS02800V|CNRH028024|"DRONERO ""GIANFRANCO DONADIO"""|DRONERO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA VAL MAIRA N. 19|CUNEO|PIEMONTE|0040820007|CN|Attivo|-|-|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1921 e il 1945|1997|Informazione assente|1.0|-|-|3.500,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|NO|SI|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIS02800V|CNRH028024|"DRONERO ""GIANFRANCO DONADIO"""|DRONERO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA VAL MAIRA N. 19|CUNEO|PIEMONTE|0040820008|CN|Attivo|-|-|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1921 e il 1945|1997|Informazione assente|1.0|-|-|1.650,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|NO|NO|#Scuole Nuove - Sblocco Patto Province / Città Metropolitane 2015 -  L. 190/2014 art. 1 c. 467|Dronero|Amministrazione provinciale|2016-06-20|2015-07-20|2016-01-26|Provincia di CUNEO|PROVINCIA|CNIS02800V|||44.465732|7.3411990000000005|Messa in sicurezza , Adeguamento impiantistica e/o antincendio|Concluso|I61H13000390003|135881,1800|30161,0000
NORD OVEST|CNIS00200P|CNRI00201A|"SAVIGLIANO ""G.MARCONI"""|SAVIGLIANO|IST PROF INDUSTRIA E ARTIGIANATO|PIAZZA     MISERICORDIA 1|CUNEO|PIEMONTE|0042150011|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|1.0|-|-|5.600,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS00200P|CNRI00201A|"SAVIGLIANO ""G.MARCONI"""|SAVIGLIANO|IST PROF INDUSTRIA E ARTIGIANATO|PIAZZA     MISERICORDIA 1|CUNEO|PIEMONTE|0042150012|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|2.0|3.890,00|2.000,00|6.500,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS02400G|CNTL02451N|"CUNEO ""V.VIRGINIO"" SERALE"|CUNEO|ISTITUTO TECNICO PER GEOMETRI|VIA SAVIGLIANO, 25|CUNEO|PIEMONTE|0040780002|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|dal 1976 in poi|-|Dal 1976 in poi|1.0|-|-|2.800,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|NO|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS02400G|CNTL02451N|"CUNEO ""V.VIRGINIO"" SERALE"|CUNEO|ISTITUTO TECNICO PER GEOMETRI|VIA SAVIGLIANO, 25|CUNEO|PIEMONTE|0040780004|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|4.0|6.334,00|1.200,00|23.600,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|NO|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS021004|CNSL02101B|SEZIONE CARCERARIA - SALUZZO|SALUZZO|LICEO ARTISTICO|CASA CIRCONDARIALE SALUZZO REGIONE BRONDA  19/B|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS02400G|CNSL02401V|"CUNEO ""EGO BIANCHI"""|CUNEO|LICEO ARTISTICO|C.SO A. DE GASPERI 11|CUNEO|PIEMONTE|0040780014|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|5.0|5.500,00|3.000,00|19.500,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|NO|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS02400G|CNSL024518|"CUNEO ""EGO BIANCHI"" SERALE"|CUNEO|LICEO ARTISTICO|C.SO A.DE GASPERI 11|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS012009|CNTA012015|"ALBA ""UMBERTO I"""|ALBA|ISTITUTO TECNICO AGRARIO|CORSO ENOTRIA, 2|CUNEO|PIEMONTE|0040030027|CN|Attivo|NO|SI|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|4.0|8.000,00|4.000,00|35.000,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNTA026013|MONDOVI'|MONDOVI'|ISTITUTO TECNICO AGRARIO|VIA NINO MANERA N.13|CUNEO|PIEMONTE|0041300029|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|-|-|29.000,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS026007|CNTA026013|MONDOVI'|MONDOVI'|ISTITUTO TECNICO AGRARIO|VIA NINO MANERA N.13|CUNEO|PIEMONTE|0041300030|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Informazione assente|4.0|8.000,00|6.200,00|21.800,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS02800V|CNTA02801P|"CUNEO ""V.VIRGINIO"" AGRARIO"|CUNEO|ISTITUTO TECNICO AGRARIO|VIA SAVIGLIANO, 25|CUNEO|PIEMONTE|0040780002|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|dal 1976 in poi|-|Dal 1976 in poi|1.0|-|-|2.800,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|NO|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS02800V|CNTA02801P|"CUNEO ""V.VIRGINIO"" AGRARIO"|CUNEO|ISTITUTO TECNICO AGRARIO|VIA SAVIGLIANO, 25|CUNEO|PIEMONTE|0040780004|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|4.0|6.334,00|1.200,00|23.600,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|NO|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS02800V|CNTA028503|CUNEO AGRARIO SERALE|CUNEO|ISTITUTO TECNICO AGRARIO|VIA SAVIGLIANO 25|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS01100D|CNTD01101Q|"CEVA ""G. BARUFFI"""|CEVA|IST TEC COMMERCIALE E PER GEOMETRI|PIAZZA     GALLIANO, 3|CUNEO|PIEMONTE|0040660004|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|3.463,00|1.385,00|10.633,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI|#Scuole Sicure - CIPE 30/06/2014|Ceva|MIUR|2017-03-30|2015-07-16|2016-01-11|CUNEO|PROVINCIA||CEVA - G.BARUFFI||44.3863|8.02908|Adeguamento normativo|Concluso|I86E10000480003|200000,0000|200000,0000
NORD OVEST|CNIS01100D|CNTD01101Q|"CEVA ""G. BARUFFI"""|CEVA|IST TEC COMMERCIALE E PER GEOMETRI|PIAZZA     GALLIANO, 3|CUNEO|PIEMONTE|0040660005|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|1.0|-|-|7.000,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIS014001|CNTD014017|"SALUZZO ""C.DENINA"""|SALUZZO|ISTITUTO TECNICO COMMERCIALE|VIA        DELLA CHIESA 17|CUNEO|PIEMONTE|0042030013|CN|Attivo|-|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|Informazione assente|7.0|1.700,00|613,00|4.347,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|NO|NO|NO|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIS014001|CNTD014017|"SALUZZO ""C.DENINA"""|SALUZZO|ISTITUTO TECNICO COMMERCIALE|VIA        DELLA CHIESA 17|CUNEO|PIEMONTE|0042030017|CN|Attivo|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|prima del 1945|6.0|2.800,00|1.300,00|13.300,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC85800E|CNIC85800E|MONDOVI' 1|MONDOVI'|ISTITUTO COMPRENSIVO|VIA G. MANESSERO 8|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPS07000P|CNPS07000P|"LICEO "" VASCO-BECCARIA-GOVONE"""|MONDOVI'|LICEO SCIENTIFICO|P.ZA IV NOVEMBRE 4|CUNEO|PIEMONTE|0041300026|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|-|Dal 1976 in poi|4.0|2.900,00|240,00|8.000,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|NO|NO|SI|NO|SI|NO||||||||||||||||||
