AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|ANNOSCOLASTICO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME
NORD OVEST|CNIS02200X|CNTF02201C|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE ""ARIMONDI-EULA"""|RACCONIGI|ISTITUTO TECNICO INDUSTRIALE|PIAZZA MUZZONE, 6|CUNEO|PIEMONTE|0041790004|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|Dal 1976 in poi|2.0|1.800,00|400,00|13.300,00
NORD OVEST|CNIS02200X|CNTF02251T|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|RACCONIGI TECN.IND.SERALE|RACCONIGI|ISTITUTO TECNICO INDUSTRIALE|P.ZZA MUZZONE, 6|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS02900P|CNTF029017|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|"MONDOVI' ""G. CIGNA"""|MONDOVI'|ISTITUTO TECNICO INDUSTRIALE|VIA DI CURAZZA NR. 15|CUNEO|PIEMONTE|0041300022|CN|Attivo|201516.0|NO|SI|NO|Non classificato a rischio|NO|SI|NO|1974|Informazione assente|-|Informazione assente|1.0|-|-|8.300,00
NORD OVEST|CNIS02900P|CNTF029017|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|"MONDOVI' ""G. CIGNA"""|MONDOVI'|ISTITUTO TECNICO INDUSTRIALE|VIA DI CURAZZA NR. 15|CUNEO|PIEMONTE|0041300031|CN|Attivo|201516.0|NO|SI|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|1963|Informazione assente|8.0|9.575,00|7.406,00|24.361,00
NORD OVEST|CNIS02200X|CNTL02201L|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE ""ARIMONDI-EULA"""|RACCONIGI|ISTITUTO TECNICO PER GEOMETRI|PIAZZA MUZZONE, 6|CUNEO|PIEMONTE|0041790004|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|Dal 1976 in poi|2.0|1.800,00|400,00|13.300,00
NORD OVEST|CNIS02200X|CNTL02202N|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE ""ARIMONDI-EULA"""|SAVIGLIANO|ISTITUTO TECNICO PER GEOMETRI|PIAZZA     BARALIS   4|CUNEO|PIEMONTE|0042150013|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|3.0|4.700,00|1.200,00|52.500,00
NORD OVEST|CNIS02200X|CNTL02202N|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE ""ARIMONDI-EULA"""|SAVIGLIANO|ISTITUTO TECNICO PER GEOMETRI|PIAZZA     BARALIS   4|CUNEO|PIEMONTE|0042150015|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|3.0|-|-|4.000,00
NORD OVEST|CNIS02200X|CNTL02202N|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"ISTRUZIONE SUPERIORE ""ARIMONDI-EULA"""|SAVIGLIANO|ISTITUTO TECNICO PER GEOMETRI|PIAZZA     BARALIS   4|CUNEO|PIEMONTE|0042150016|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|1.0|3.700,00|1.900,00|16.200,00
NORD OVEST|CNIS02200X|CNTL022523|"ISTRUZIONE SUPERIORE  ""ARIMONDI-EULA"""|"SAVIGLIANO""EULA""SERALE"|SAVIGLIANO|ISTITUTO TECNICO PER GEOMETRI|PIAZZA BARALIS, 4|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS02400G|CNTL024018|CUNEO -BIANCHI - VIRGINIO|"CUNEO ""V.VIRGINIO"" GEOMETRI"|CUNEO|ISTITUTO TECNICO PER GEOMETRI|VIA F.LLI RAMORINO, 3|CUNEO|PIEMONTE|0040780002|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|dal 1976 in poi|-|Dal 1976 in poi|1.0|-|-|2.800,00
NORD OVEST|CNIS02400G|CNTL024018|CUNEO -BIANCHI - VIRGINIO|"CUNEO ""V.VIRGINIO"" GEOMETRI"|CUNEO|ISTITUTO TECNICO PER GEOMETRI|VIA F.LLI RAMORINO, 3|CUNEO|PIEMONTE|0040780004|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|4.0|6.334,00|1.200,00|23.600,00
NORD OVEST|CNIS01600L|CNTD01601V|"BRA - ""E. GUALA"""|"BRA ""E. GUALA"""|BRA|ISTITUTO TECNICO COMMERCIALE|PIAZZA     ROMA 7|CUNEO|PIEMONTE|0040290021|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|1.0|-|-|4.000,00
NORD OVEST|CNIS01600L|CNTD01601V|"BRA - ""E. GUALA"""|"BRA ""E. GUALA"""|BRA|ISTITUTO TECNICO COMMERCIALE|PIAZZA     ROMA 7|CUNEO|PIEMONTE|0040290026|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|5.0|3.642,00|1.695,00|26.239,00
NORD OVEST|CNIS01600L|CNTD016507|"BRA - ""E. GUALA"""|"BRA ""GUALA""SERALE"|BRA|ISTITUTO TECNICO COMMERCIALE|PIAZZA|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS01700C|CNTD01701P|"FOSSANO -  ""G.VALLAURI"""|"FOSSANO ""E.TESAURO"""|FOSSANO|ISTITUTO TECNICO COMMERCIALE|VIA SAN GIOVANNI BOSCO, 29|CUNEO|PIEMONTE|0040890017|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|5.0|3.200,00|670,00|25.300,00
NORD OVEST|CNIS01700C|CNTD017503|"FOSSANO -  ""G.VALLAURI"""|FOSSANO COMM.LE SERALE|FOSSANO|ISTITUTO TECNICO COMMERCIALE|VIA SAN MICHELE 68|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS019004|CNTD01901A|"ALBA - ""L. EINAUDI"""|"ALBA  ""L. EINAUDI"""|ALBA|IST TEC COMMERCIALE E PER GEOMETRI|VIA        P. FERRERO 20|CUNEO|PIEMONTE|0040030021|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1970|Informazione assente|-|Informazione assente|4.0|10.250,00|6.520,00|120.200,00
NORD OVEST|CNIC82200Q|CNMM82201R|CANALE|"CANALE ""MONSIGNOR L.SIBONA"""|CANALE|SCUOLA PRIMO GRADO|V.LE DEL PESCO N.5/B|CUNEO|PIEMONTE|0040370001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|4.0|15.650,00|11.410,00|16.560,00
NORD OVEST|CNIC82200Q|CNMM82202T|CANALE|CANALE SS VEZZA D'ALBA|VEZZA D'ALBA|SCUOLA PRIMO GRADO|PIAZZA S. CARLO N. 1BIS|CUNEO|PIEMONTE|0042410004|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|2003|Informazione assente|-|Informazione assente|2.0|2.398,00|1.000,00|8.918,00
NORD OVEST|CNIC82300G|CNMM82301L|GOVONE|"GOVONE ""T.L. DALMASSO"""|GOVONE|SCUOLA PRIMO GRADO|LOCALITA' MARTORIANA 2/A|CUNEO|PIEMONTE|0040990002|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1997|Informazione assente|-|Informazione assente|3.0|16.609,00|14.880,00|8.076,00
NORD OVEST|CNIC839005|CNMM839016|BERNEZZO - DUCCIO GALIMBERTI|"BERNEZZO ""D. GALIMBERTI"""|BERNEZZO|SCUOLA PRIMO GRADO|PIAZZA SOLIDARIETA E VOLONTARIATO 3|CUNEO|PIEMONTE|0040220002|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1964|Informazione assente|-|Informazione assente|4.0|-|-|2.224,00
NORD OVEST|CNIC839005|CNMM839016|BERNEZZO - DUCCIO GALIMBERTI|"BERNEZZO ""D. GALIMBERTI"""|BERNEZZO|SCUOLA PRIMO GRADO|PIAZZA SOLIDARIETA E VOLONTARIATO 3|CUNEO|PIEMONTE|0040220003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1989|Informazione assente|-|Informazione assente|2.0|920,00|295,00|3.900,00
NORD OVEST|CNIS00400A|CNRC004019|"ALBA ""P. CILLARIO FERRERO"""|"ALBA ""P.CILLARIO FERRERO"""|ALBA|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA        BALBO 8|CUNEO|PIEMONTE|0040030020|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|27.400,00|-|10.000,00
NORD OVEST|CNIS00400A|CNRC004019|"ALBA ""P. CILLARIO FERRERO"""|"ALBA ""P.CILLARIO FERRERO"""|ALBA|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA        BALBO 8|CUNEO|PIEMONTE|0040030022|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|4.0|-|-|5.900,00
NORD OVEST|CNIS00400A|CNRC00402A|"ALBA ""P. CILLARIO FERRERO"""|CORTEMILIA|CORTEMILIA|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|CORSO      EINAUDI 12|CUNEO|PIEMONTE|0040730002|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|2.0|1.500,00|700,00|4.700,00
NORD OVEST|CNIS00400A|CNRC00451P|"ALBA ""P. CILLARIO FERRERO"""|ALBA SERALE|ALBA|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS014001|CNRC01401X|"SALUZZO - ""C. DENINA"""|"SALUZZO ""S.PELLICO"""|SALUZZO|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA        DELLA CROCE 54 A|CUNEO|PIEMONTE|0042030015|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|dal 1976 in poi|-|Dal 1976 in poi|4.0|3.600,00|1.500,00|25.000,00
NORD OVEST|CNIS014001|CNRC01401X|"SALUZZO - ""C. DENINA"""|"SALUZZO ""S.PELLICO"""|SALUZZO|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA        DELLA CROCE 54 A|CUNEO|PIEMONTE|0042030018|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2004|Informazione assente|-|Informazione assente|1.0|-|-|126.000,00
NORD OVEST|CNIS014001|CNRC014508|"SALUZZO - ""C. DENINA"""|"SALUZZO ""PELLICO""SERALE"|SALUZZO|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA DELLA CHIESA 17|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS00200P|CNRI00250P|"""AIMONE CRAVETTA"""|"SAVIGLIANO""MARCONI""SERALE"|SAVIGLIANO|IST PROF INDUSTRIA E ARTIGIANATO|PIAZZA MISERICORDIA 1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS00300E|CNRI003016|"CUNEO - ""S.GRANDIS"""|IPSIA CUNEO|CUNEO|IST PROF INDUSTRIA E ARTIGIANATO|VIA CACCIATORI DELLE ALPI 2|CUNEO|PIEMONTE|0040780010|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|Dal 1976 in poi|3.0|4.500,00|800,00|18.500,00
NORD OVEST|CNIS00300E|CNRI00350E|"CUNEO - ""S.GRANDIS"""|CUNEO IPSIA - SERALE|CUNEO|IST PROF INDUSTRIA E ARTIGIANATO|VIA CACCIATORI DELLE ALPI N. 2|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS00400A|CNRI004012|"ALBA ""P. CILLARIO FERRERO"""|NEIVE|NEIVE|IST PROF INDUSTRIA E ARTIGIANATO|VIA ROCCA 10|CUNEO|PIEMONTE|0041480005|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|4.0|1.100,00|300,00|8.000,00
NORD OVEST|CNIS00400A|CNRI004012|"ALBA ""P. CILLARIO FERRERO"""|NEIVE|NEIVE|IST PROF INDUSTRIA E ARTIGIANATO|VIA ROCCA 10|CUNEO|PIEMONTE|0041480007|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|5.0|400,00|-|980,00
NORD OVEST|CNIS00400A|CNRI00450A|"ALBA ""P. CILLARIO FERRERO"""|NEIVE SERALE|NEIVE|IST PROF INDUSTRIA E ARTIGIANATO|VIA ROCCA 10|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS01600L|CNRI016018|"BRA - ""E. GUALA"""|BRA IPSIA|BRA|IST PROF INDUSTRIA E ARTIGIANATO|VIALE RIMEMBRANZE N. 19|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS02900P|CNRI02901A|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|"MONDOVI' ""F. GARELLI"""|MONDOVI'|IST PROF INDUSTRIA E ARTIGIANATO|VIA BONA 4|CUNEO|PIEMONTE|0041300021|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1963|Informazione assente|-|Informazione assente|2.0|-|-|6.990,00
NORD OVEST|CNIS02900P|CNRI02901A|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|"MONDOVI' ""F. GARELLI"""|MONDOVI'|IST PROF INDUSTRIA E ARTIGIANATO|VIA BONA 4|CUNEO|PIEMONTE|0041300032|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|3.0|-|-|4.580,00
NORD OVEST|CNIS02900P|CNRI02901A|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|"MONDOVI' ""F. GARELLI"""|MONDOVI'|IST PROF INDUSTRIA E ARTIGIANATO|VIA BONA 4|CUNEO|PIEMONTE|0041300033|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|3.0|2.750,00|2.500,00|4.540,00
NORD OVEST|CNIS021004|CNSD021011|"SALUZZO -  ""SOLERI-BERTONI"""|"SALUZZO ""AMLETO BERTONI"""|SALUZZO|ISTITUTO D'ARTE|VIA        SAN GIOVANNI 1|CUNEO|PIEMONTE|0042030011|CN|Attivo|201516.0|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|3.0|2.200,00|1.000,00|13.000,00
NORD OVEST|CNIS021004|CNSD021011|"SALUZZO -  ""SOLERI-BERTONI"""|"SALUZZO ""AMLETO BERTONI"""|SALUZZO|ISTITUTO D'ARTE|VIA        SAN GIOVANNI 1|CUNEO|PIEMONTE|0042030016|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1900 e il 1920|-|Dal 1976 in poi|3.0|11.300,00|5.720,00|64.200,00
NORD OVEST|CNIS021004|CNSD02151A|"SALUZZO -  ""SOLERI-BERTONI"""|"SALUZZO ""AMLETO BERTONI"" SERALE"|SALUZZO|ISTITUTO D'ARTE|VIA SAN GIOVANNI 1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS00700T|CNSL007015|"ALBA - ""G. GOVONE"""|"ALBA ""PINOT GALLIZIO"""|ALBA|LICEO ARTISTICO|VIA V. EMANUELE 19|CUNEO|PIEMONTE|0040030025|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|2.0|3.700,00|1.100,00|15.450,00
NORD OVEST|CNIS01700C|CNRC01701B|"FOSSANO -  ""G.VALLAURI"""|"FOSSANO ""S.PELLICO"""|FOSSANO|IST PROF PER I SERVIZI COMMERCIALI E TURISTICI|VIA SAN GIOVANNI BOSCO, 29|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS026007|CNRC026016|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""M.BELLISARIO"""|MONDOVI'|IST  PROF  PER I SERVIZI COMMERCIALI|VIA NINO MANERA, 33|CUNEO|PIEMONTE|0041300029|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|-|-|29.000,00
NORD OVEST|CNIS026007|CNRC026016|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""M.BELLISARIO"""|MONDOVI'|IST  PROF  PER I SERVIZI COMMERCIALI|VIA NINO MANERA, 33|CUNEO|PIEMONTE|0041300030|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Informazione assente|4.0|8.000,00|6.200,00|21.800,00
NORD OVEST|CNRH02000B|CNRH02000B|ISTITUTO VELSO MUCCI|ISTITUTO VELSO MUCCI|BRA|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA CRAVERI 8|CUNEO|PIEMONTE|0040290019|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|5.0|5.135,00|2.506,00|12.245,00
NORD OVEST|CNRH02000B|CNRH02000B|ISTITUTO VELSO MUCCI|ISTITUTO VELSO MUCCI|BRA|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA CRAVERI 8|CUNEO|PIEMONTE|0040290023|CN|Attivo|201516.0|NO|NO|-|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|1.0|-|-|3.800,00
NORD OVEST|CNRH02000B|CNRH02000B|ISTITUTO VELSO MUCCI|ISTITUTO VELSO MUCCI|BRA|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA CRAVERI 8|CUNEO|PIEMONTE|0040290024|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|4.0|6.404,00|1.510,00|26.874,00
NORD OVEST|CNIS026007|CNRH02601B|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"BARGE ""ALBERGHIERO"""|BARGE|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA STAZIONE 4|CUNEO|PIEMONTE|0040120011|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2010|Informazione assente|-|Informazione assente|3.0|3.580,00|2.858,00|5.500,00
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300023|CN|Attivo|201516.0|-|-|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|2.0|-|-|3.600,00
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300024|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|1992|Informazione assente|5.0|2.070,00|-|18.060,00
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300025|CN|Attivo|201516.0|SI|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|6.0|8.119,00|-|10.083,00
NORD OVEST|CNIS026007|CNRH02602C|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""G. GIOLITTI"""|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|0041300028|CN|Attivo|201516.0|-|-|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|-|prima del 1945|3.0|3.639,00|300,00|9.300,00
NORD OVEST|CNIS026007|CNRH02652T|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""G.GIOLITTI"" SERALE"|MONDOVI'|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|P.ZZA IV NOVEMBRE|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC840009|CNMM84001A|CERVASCA|"CERVASCA ""G. MARCONI"""|CERVASCA|SCUOLA PRIMO GRADO|PIAZZA  DOTT. BERNARDI,6|CUNEO|PIEMONTE|0040640004|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|-|-|1.600,00
NORD OVEST|CNIC841005|CNMM841016|CHIUSA DI PESIO - PEVERAGNO|"CHIUSA DI PESIO ""T.VALLAURI"""|CHIUSA DI PESIO|SCUOLA PRIMO GRADO|VIA CIRCONVALLAZIONE  DELLE VIGNE|CUNEO|PIEMONTE|0040680003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1976|Informazione assente|-|Informazione assente|3.0|5.000,00|3.619,00|8.371,00
NORD OVEST|CNIC841005|CNMM841027|CHIUSA DI PESIO - PEVERAGNO|CHIUSA PESIO SS PEVERAGNO|PEVERAGNO|SCUOLA PRIMO GRADO|VIA VITTORIO VENETO N. 29|CUNEO|PIEMONTE|0041630001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1975|Informazione assente|-|Informazione assente|4.0|5.600,00|3.487,00|21.130,00
NORD OVEST|CNIC84300R|CNMM84301T|CENTALLO-VILLAFALLETTO|"CENTALLO ""G.N.FRANCHI"""|CENTALLO|SCUOLA PRIMO GRADO|VIALE DELLE SCUOLE 10|CUNEO|PIEMONTE|0040610006|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|-|dal 1976 in poi|-|Informazione assente|3.0|1.866,00|878,00|6.961,00
NORD OVEST|CNIC84300R|CNMM84302V|CENTALLO-VILLAFALLETTO|CENTALLO SS VILLAFALLETTO|VILLAFALLETTO|SCUOLA PRIMO GRADO|VIA VOTTIGNASCO 9|CUNEO|PIEMONTE|0042440001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1972|Informazione assente|-|Informazione assente|3.0|2.440,00|-|7.320,00
NORD OVEST|CNIC84500C|CNMM84501D|VERZUOLO|VERZUOLO|VERZUOLO|SCUOLA PRIMO GRADO|VIA EUROPA,   5|CUNEO|PIEMONTE|0042400005|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1983|Informazione assente|-|Informazione assente|3.0|5.020,00|2.736,00|8.200,00
NORD OVEST|CNIC846008|CNMM846019|DOGLIANI|"DOGLIANI ""L.EINAUDI"""|DOGLIANI|SCUOLA PRIMO GRADO|VIA DANTE ALIGHIERI N. 5|CUNEO|PIEMONTE|0040810001|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1950|Informazione assente|-|Informazione assente|3.0|4.655,00|2.985,00|19.000,00
NORD OVEST|CNIS02800V|CNRH028013|"CUNEO ""VIRGINIO - DONADIO"""|SEZIONE CARCERARIA CUNEO|CUNEO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|CASA CIRCONDARIALE CERIALDO - VIA RONCATA 75|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIS02800V|CNRH028024|"CUNEO ""VIRGINIO - DONADIO"""|"DRONERO ""GIANFRANCO DONADIO"""|DRONERO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA VAL MAIRA N. 19|CUNEO|PIEMONTE|0040820006|CN|Attivo|201516.0|-|-|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1921 e il 1945|1997|Informazione assente|5.0|4.200,00|1.520,00|13.000,00
NORD OVEST|CNIS02800V|CNRH028024|"CUNEO ""VIRGINIO - DONADIO"""|"DRONERO ""GIANFRANCO DONADIO"""|DRONERO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA VAL MAIRA N. 19|CUNEO|PIEMONTE|0040820007|CN|Attivo|201516.0|-|-|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1921 e il 1945|1997|Informazione assente|1.0|-|-|3.500,00
NORD OVEST|CNIS02800V|CNRH028024|"CUNEO ""VIRGINIO - DONADIO"""|"DRONERO ""GIANFRANCO DONADIO"""|DRONERO|IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE|VIA VAL MAIRA N. 19|CUNEO|PIEMONTE|0040820008|CN|Attivo|201516.0|-|-|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1921 e il 1945|1997|Informazione assente|1.0|-|-|1.650,00
NORD OVEST|CNIS00200P|CNRI00201A|"""AIMONE CRAVETTA"""|"SAVIGLIANO ""G.MARCONI"""|SAVIGLIANO|IST PROF INDUSTRIA E ARTIGIANATO|PIAZZA     MISERICORDIA 1|CUNEO|PIEMONTE|0042150011|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|1.0|-|-|5.600,00
